,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
2522,-96.0,41.0,-97.0,41.0,-97.0,42.0,-96.0,42.0,-96.0,41.0,3.7828780710697174,0.021460087826571925,lowest,highest,United States
2523,-95.0,41.0,-96.0,41.0,-96.0,42.0,-95.0,42.0,-95.0,41.0,1.4089628433187804,0.025901557035745572,lowest,highest,United States
2524,-94.0,41.0,-95.0,41.0,-95.0,42.0,-94.0,42.0,-94.0,41.0,1.424566594262918,0.01964979244362345,lowest,highest,United States
2525,-93.0,41.0,-94.0,41.0,-94.0,42.0,-93.0,42.0,-93.0,41.0,4.3699656923611965,0.013904336928373838,lowest,highest,United States
2526,-92.0,41.0,-93.0,41.0,-93.0,42.0,-92.0,42.0,-92.0,41.0,2.1918412918845815,0.018873332141766706,lowest,highest,United States
2527,-91.0,41.0,-92.0,41.0,-92.0,42.0,-91.0,42.0,-91.0,41.0,4.125584910313288,0.019027849996902352,lowest,highest,United States
2528,-90.0,41.0,-91.0,41.0,-91.0,42.0,-90.0,42.0,-90.0,41.0,2.493416890501976,0.022653050037404043,lowest,highest,United States
2529,-89.0,41.0,-90.0,41.0,-90.0,42.0,-89.0,42.0,-89.0,41.0,6.713996082544327,0.025282181254338364,lowest,highest,United States
2530,-88.0,41.0,-89.0,41.0,-89.0,42.0,-88.0,42.0,-88.0,41.0,8.056996514399845,0.021507646187892072,lowest,highest,United States
2531,-87.0,41.0,-88.0,41.0,-88.0,42.0,-87.0,42.0,-87.0,41.0,20.32679170370102,0.009394122616792263,lowest,highest,United States
2532,-86.0,41.0,-87.0,41.0,-87.0,42.0,-86.0,42.0,-86.0,41.0,22.153345247109733,0.01490642191994504,lowest,highest,United States
2533,-85.0,41.0,-86.0,41.0,-86.0,42.0,-85.0,42.0,-85.0,41.0,7.644626994927724,0.012989582059139915,lowest,highest,United States
2534,-84.0,41.0,-85.0,41.0,-85.0,42.0,-84.0,42.0,-84.0,41.0,1.6326624589661758,0.027362672061109677,lowest,highest,United States
2535,-83.0,41.0,-84.0,41.0,-84.0,42.0,-83.0,42.0,-83.0,41.0,8.2376462717851,0.02880254261344673,lowest,highest,United States
2536,-82.0,41.0,-83.0,41.0,-83.0,42.0,-82.0,42.0,-82.0,41.0,8.938191831111908,0.006157433511325136,lowest,highest,United States
2537,-81.0,41.0,-82.0,41.0,-82.0,42.0,-81.0,42.0,-81.0,41.0,29.343561331431072,0.09092788916282638,highest,medium,United States
2538,-80.0,41.0,-81.0,41.0,-81.0,42.0,-80.0,42.0,-80.0,41.0,16.312371691068016,0.03202921957962384,high,medium,United States
2539,-79.0,41.0,-80.0,41.0,-80.0,42.0,-79.0,42.0,-79.0,41.0,37.673819065093994,0.010502059952348175,medium,low,United States
2540,-78.0,41.0,-79.0,41.0,-79.0,42.0,-78.0,42.0,-78.0,41.0,90.7646119594574,0.006258776164519726,medium,,United States
2541,-77.0,41.0,-78.0,41.0,-78.0,42.0,-77.0,42.0,-77.0,41.0,40.26773671309154,0.009305960327044742,medium,low,United States
2542,-76.0,41.0,-77.0,41.0,-77.0,42.0,-76.0,42.0,-76.0,41.0,25.311904152234394,0.015406559737148266,high,medium,United States
2543,-75.0,41.0,-76.0,41.0,-76.0,42.0,-75.0,42.0,-75.0,41.0,75.91825922330221,0.0380054592194352,highest,low,United States
2544,-74.0,41.0,-75.0,41.0,-75.0,42.0,-74.0,42.0,-74.0,41.0,82.43605295817056,0.15672638858084234,highest,medium,United States
2545,-73.0,41.0,-74.0,41.0,-74.0,42.0,-73.0,42.0,-73.0,41.0,48.445097605387375,0.3850199777766667,highest,low,United States
2546,-72.0,41.0,-73.0,41.0,-73.0,42.0,-72.0,42.0,-72.0,41.0,78.58840028444925,0.046438266769427534,highest,medium,United States
2547,-71.0,41.0,-72.0,41.0,-72.0,42.0,-71.0,42.0,-71.0,41.0,56.406368811925255,0.01004582611644036,medium,low,United States
2548,-70.0,41.0,-71.0,41.0,-71.0,42.0,-70.0,42.0,-70.0,41.0,98.87561599413553,0.004488035605037555,low,low,United States
2549,-8.0,41.0,-9.0,41.0,-9.0,42.0,-8.0,42.0,-8.0,41.0,43.45390995343526,0.10347144016379599,highest,high,Portugal
2550,-7.0,41.0,-8.0,41.0,-8.0,42.0,-7.0,42.0,-7.0,41.0,88.38072617848715,0.026058963007242926,lowest,highest,Portugal
2551,-6.0,41.0,-7.0,41.0,-7.0,42.0,-6.0,42.0,-6.0,41.0,67.11288690567017,0.004480278997018903,lowest,high,Spain
2552,-5.0,41.0,-6.0,41.0,-6.0,42.0,-5.0,42.0,-5.0,41.0,15.961002806822458,0.019620099082430197,lowest,highest,Spain
2553,-4.0,41.0,-5.0,41.0,-5.0,42.0,-4.0,42.0,-4.0,41.0,21.561076243718468,0.019150683799475487,lowest,highest,Spain
2554,-3.0,41.0,-4.0,41.0,-4.0,42.0,-3.0,42.0,-3.0,41.0,31.433455149332683,0.012389182779991863,lowest,highest,Spain
2555,-2.0,41.0,-3.0,41.0,-3.0,42.0,-2.0,42.0,-2.0,41.0,47.747617959976196,0.009398662132312925,lowest,highest,Spain
2556,-1.0,41.0,-2.0,41.0,-2.0,42.0,-1.0,42.0,-1.0,41.0,38.94769450028737,0.00869597128866963,lowest,highest,Spain
2557,0.0,41.0,-1.0,41.0,-1.0,42.0,0.0,42.0,0.0,41.0,30.94778259595235,0.013889774983079459,lowest,highest,Spain
2558,1.0,41.0,0.0,41.0,0.0,42.0,1.0,42.0,1.0,41.0,30.742888649304707,0.01716751023999866,lowest,highest,Spain
2559,2.0,41.0,1.0,41.0,1.0,42.0,2.0,42.0,2.0,41.0,34.4666063785553,0.052187154269912835,lowest,highest,Spain
2560,3.0,41.0,2.0,41.0,2.0,42.0,3.0,42.0,3.0,41.0,25.84632734457652,0.13682298902258552,highest,medium,Spain
2561,9.0,41.0,8.0,41.0,8.0,42.0,9.0,42.0,9.0,41.0,97.96753923098245,0.007745207694809488,medium,lowest,France
2562,10.0,41.0,9.0,41.0,9.0,42.0,10.0,42.0,10.0,41.0,97.63268828392029,0.005593963127240242,medium,low,France
2563,13.0,41.0,12.0,41.0,12.0,42.0,13.0,42.0,13.0,41.0,50.92971920967102,0.02065188493372627,lowest,highest,Italy
2564,14.0,41.0,13.0,41.0,13.0,42.0,14.0,42.0,14.0,41.0,52.79835065205892,0.052995333251492284,lowest,highest,Italy
2565,15.0,41.0,14.0,41.0,14.0,42.0,15.0,42.0,15.0,41.0,38.80092302958171,0.19603882588109095,lowest,highest,Italy
2566,16.0,41.0,15.0,41.0,15.0,42.0,16.0,42.0,16.0,41.0,30.657827854156494,0.019499462265371727,lowest,highest,Italy
2567,17.0,41.0,16.0,41.0,16.0,42.0,17.0,42.0,17.0,41.0,48.00313611825307,0.04992007486993085,highest,medium,Italy
2568,18.0,41.0,17.0,41.0,17.0,42.0,18.0,42.0,18.0,41.0,36.514361699422196,0.01606672145674508,high,lowest,Italy
2569,20.0,41.0,19.0,41.0,19.0,42.0,20.0,42.0,20.0,41.0,9.668373813231785,0.04864687711640776,highest,medium,Albania
2570,21.0,41.0,20.0,41.0,20.0,42.0,21.0,42.0,21.0,41.0,10.994216303030651,0.020895954719064063,high,medium,Albania
2571,22.0,41.0,21.0,41.0,21.0,42.0,22.0,42.0,22.0,41.0,25.823216636975605,0.002302606809500581,lowest,high,The former Yugoslav Republic of Macedonia
2572,23.0,41.0,22.0,41.0,22.0,42.0,23.0,42.0,23.0,41.0,23.871664702892303,0.03616793988226242,highest,high,The former Yugoslav Republic of Macedonia
2573,24.0,41.0,23.0,41.0,23.0,42.0,24.0,42.0,24.0,41.0,29.929646849632263,0.014339363754608536,lowest,high,Bulgaria
2574,25.0,41.0,24.0,41.0,24.0,42.0,25.0,42.0,25.0,41.0,23.373120526472725,0.01588760521389373,lowest,high,Bulgaria
2575,26.0,41.0,25.0,41.0,25.0,42.0,26.0,42.0,26.0,41.0,36.91088259220123,0.01150639761654775,lowest,high,Bulgaria
2576,27.0,41.0,26.0,41.0,26.0,42.0,27.0,42.0,27.0,41.0,18.785284956296287,0.025234428498005123,lowest,highest,Turkey
2577,28.0,41.0,27.0,41.0,27.0,42.0,28.0,42.0,28.0,41.0,11.675153921047848,0.02329218499949806,lowest,highest,Turkey
2578,29.0,41.0,28.0,41.0,28.0,42.0,29.0,42.0,29.0,41.0,26.128211617469788,0.2907918296359672,highest,highest,Turkey
2579,30.0,41.0,29.0,41.0,29.0,42.0,30.0,42.0,30.0,41.0,69.52561736106873,0.21048266335416707,highest,low,Turkey
2580,31.0,41.0,30.0,41.0,30.0,42.0,31.0,42.0,31.0,41.0,30.53097128868103,0.03641227553154624,highest,high,Turkey
2581,32.0,41.0,31.0,41.0,31.0,42.0,32.0,42.0,32.0,41.0,92.61210759480795,0.029832532770320403,high,medium,Turkey
2582,33.0,41.0,32.0,41.0,32.0,42.0,33.0,42.0,33.0,41.0,31.049493948618572,0.01859013525974894,high,high,Turkey
2583,34.0,41.0,33.0,41.0,33.0,42.0,34.0,42.0,34.0,41.0,8.658818652232487,0.009882763166433573,lowest,high,Turkey
2584,35.0,41.0,34.0,41.0,34.0,42.0,35.0,42.0,35.0,41.0,24.85500623782476,0.010011339049429488,medium,high,Turkey
2585,36.0,41.0,35.0,41.0,35.0,42.0,36.0,42.0,36.0,41.0,13.021294275919596,0.010923582828276258,lowest,highest,Turkey
2586,37.0,41.0,36.0,41.0,36.0,42.0,37.0,42.0,37.0,41.0,17.323256035645805,0.035706316797725214,highest,high,Turkey
2587,38.0,41.0,37.0,41.0,37.0,42.0,38.0,42.0,38.0,41.0,67.79271761576334,0.02145599083518645,high,lowest,Turkey
2588,42.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,41.0,15.04103938738505,0.009889454119382942,medium,low,Turkey
2589,43.0,41.0,42.0,41.0,42.0,42.0,43.0,42.0,43.0,41.0,4.305775339404741,0.006595524591771346,medium,medium,Turkey
2590,44.0,41.0,43.0,41.0,43.0,42.0,44.0,42.0,44.0,41.0,4.092016443610191,0.012654260025433767,high,medium,Georgia
2591,45.0,41.0,44.0,41.0,44.0,42.0,45.0,42.0,45.0,41.0,0.8061128668487072,0.019529921755597587,high,high,Georgia
2592,46.0,41.0,45.0,41.0,45.0,42.0,46.0,42.0,46.0,41.0,4.5985480149587,0.02232757050745743,high,high,Georgia
2593,47.0,41.0,46.0,41.0,46.0,42.0,47.0,42.0,47.0,41.0,4.449412599205971,0.027491137573859854,high,medium,Azerbaijan
2594,48.0,41.0,47.0,41.0,47.0,42.0,48.0,42.0,48.0,41.0,0.10409873793832958,0.015804498415813717,high,medium,Russia
2595,49.0,41.0,48.0,41.0,48.0,42.0,49.0,42.0,49.0,41.0,2.6230233410994215,0.018134983090496583,high,high,Azerbaijan
2596,50.0,41.0,49.0,41.0,49.0,42.0,50.0,42.0,50.0,41.0,2.763740035394828,0.003014725940871349,low,medium,Azerbaijan
2597,59.0,41.0,58.0,41.0,58.0,42.0,59.0,42.0,59.0,41.0,1.83757483761478e-15,0.006478829147885351,medium,low,Turkmenistan
2598,60.0,41.0,59.0,41.0,59.0,42.0,60.0,42.0,60.0,41.0,0.027690441250645865,0.0072688192485571386,medium,high,Turkmenistan
2599,61.0,41.0,60.0,41.0,60.0,42.0,61.0,42.0,61.0,41.0,3.1265629455447197,0.004352568270148106,lowest,high,Uzbekistan
2600,62.0,41.0,61.0,41.0,61.0,42.0,62.0,42.0,62.0,41.0,5.9416693945725765,0.014241321373741761,high,medium,Uzbekistan
2601,65.0,41.0,64.0,41.0,64.0,42.0,65.0,42.0,65.0,41.0,,0.004068699760011606,low,lowest,Uzbekistan
2602,68.0,41.0,67.0,41.0,67.0,42.0,68.0,42.0,68.0,41.0,0.8608616578082243,0.011208226356751708,medium,high,Kazakhstan
2603,69.0,41.0,68.0,41.0,68.0,42.0,69.0,42.0,69.0,41.0,4.429531842470169,0.027631098925815282,high,high,Kazakhstan
2604,70.0,41.0,69.0,41.0,69.0,42.0,70.0,42.0,70.0,41.0,2.9120157783230143,0.11950137680641339,highest,high,Uzbekistan
2605,71.0,41.0,70.0,41.0,70.0,42.0,71.0,42.0,71.0,41.0,8.687155942122143,0.04796052109378804,highest,low,Uzbekistan
2606,72.0,41.0,71.0,41.0,71.0,42.0,72.0,42.0,72.0,41.0,0.15496008563786745,0.07314916801359224,highest,high,Kyrgyzstan
2607,73.0,41.0,72.0,41.0,72.0,42.0,73.0,42.0,73.0,41.0,0.14284492547934252,0.0699852409257762,highest,high,Kyrgyzstan
2608,74.0,41.0,73.0,41.0,73.0,42.0,74.0,42.0,74.0,41.0,0.09674060856923461,0.02031041826409381,high,high,Kyrgyzstan
2609,75.0,41.0,74.0,41.0,74.0,42.0,75.0,42.0,75.0,41.0,0.24304266165321073,0.00229089570358323,low,medium,Kyrgyzstan
2610,76.0,41.0,75.0,41.0,75.0,42.0,76.0,42.0,76.0,41.0,2.0522632325689,0.0031389949923010503,low,high,Kyrgyzstan
2611,77.0,41.0,76.0,41.0,76.0,42.0,77.0,42.0,77.0,41.0,1.6329864971339703,0.001652347461807564,lowest,medium,Kyrgyzstan
2612,78.0,41.0,77.0,41.0,77.0,42.0,78.0,42.0,78.0,41.0,0.09542243205942214,0.0010838516690318948,lowest,lowest,Kyrgyzstan
2613,79.0,41.0,78.0,41.0,78.0,42.0,79.0,42.0,79.0,41.0,0.2816427033394575,0.0016732024205406276,low,lowest,Kyrgyzstan
2614,80.0,41.0,79.0,41.0,79.0,42.0,80.0,42.0,80.0,41.0,0.17753754315587383,0.009380110485338511,lowest,high,China
2615,81.0,41.0,80.0,41.0,80.0,42.0,81.0,42.0,81.0,41.0,7.893382137020429,0.02429795297833327,high,medium,China
2616,82.0,41.0,81.0,41.0,81.0,42.0,82.0,42.0,82.0,41.0,0.35201659969364607,0.002073828943791716,lowest,medium,China
2617,83.0,41.0,82.0,41.0,82.0,42.0,83.0,42.0,83.0,41.0,4.892589400211969,0.016733088379508647,lowest,medium,China
2618,84.0,41.0,83.0,41.0,83.0,42.0,84.0,42.0,84.0,41.0,0.015128399293947345,0.0034639592738660214,low,low,China
2619,85.0,41.0,84.0,41.0,84.0,42.0,85.0,42.0,85.0,41.0,1.105372871582707,7.51014424209081e-06,lowest,low,China
2620,86.0,41.0,85.0,41.0,85.0,42.0,86.0,42.0,86.0,41.0,1.5426896512508392,0.00017399566866229332,lowest,medium,China
2621,87.0,41.0,86.0,41.0,86.0,42.0,87.0,42.0,87.0,41.0,2.281809163590272,0.0013986334883434289,lowest,high,China
2624,107.0,41.0,106.0,41.0,106.0,42.0,107.0,42.0,107.0,41.0,1.808760717866359e-15,0.0035180737163245106,low,low,China
2625,108.0,41.0,107.0,41.0,107.0,42.0,108.0,42.0,108.0,41.0,0.19478369116162259,0.026157629132604842,lowest,high,China
2626,109.0,41.0,108.0,41.0,108.0,42.0,109.0,42.0,109.0,41.0,0.12592629451925558,0.01492654374905718,lowest,medium,China
2627,110.0,41.0,109.0,41.0,109.0,42.0,110.0,42.0,110.0,41.0,0.7166172998646896,0.040403415845325565,highest,low,China
2628,111.0,41.0,110.0,41.0,110.0,42.0,111.0,42.0,111.0,41.0,0.0002675296551994203,0.00933863488763079,lowest,medium,China
2629,112.0,41.0,111.0,41.0,111.0,42.0,112.0,42.0,112.0,41.0,0.514092870677511,0.0739969801174732,lowest,medium,China
2630,113.0,41.0,112.0,41.0,112.0,42.0,113.0,42.0,113.0,41.0,2.8388343968813603e-15,0.011937905725497869,high,low,China
2631,114.0,41.0,113.0,41.0,113.0,42.0,114.0,42.0,114.0,41.0,1.8003221756468217,0.03067816723050235,high,low,China
2632,115.0,41.0,114.0,41.0,114.0,42.0,115.0,42.0,115.0,41.0,0.9557207735876242,0.047810760244575284,highest,low,China
2633,116.0,41.0,115.0,41.0,115.0,42.0,116.0,42.0,116.0,41.0,1.509146112948656,0.01618552956945022,high,low,China
2634,117.0,41.0,116.0,41.0,116.0,42.0,117.0,42.0,117.0,41.0,4.415548150314376e-16,0.011514669103421062,high,low,China
2635,118.0,41.0,117.0,41.0,117.0,42.0,118.0,42.0,118.0,41.0,0.9441552218049765,0.03887783818836271,highest,medium,China
2636,119.0,41.0,118.0,41.0,118.0,42.0,119.0,42.0,119.0,41.0,0.04854505823459476,0.03331272700627201,highest,medium,China
2637,120.0,41.0,119.0,41.0,119.0,42.0,120.0,42.0,120.0,41.0,0.26621342403814197,0.05744784513600415,lowest,high,China
2638,121.0,41.0,120.0,41.0,120.0,42.0,121.0,42.0,121.0,41.0,1.4548407246669135,0.07645617315210486,highest,high,China
2639,122.0,41.0,121.0,41.0,121.0,42.0,122.0,42.0,122.0,41.0,16.054304937521614,0.10626387758822357,lowest,highest,China
2640,123.0,41.0,122.0,41.0,122.0,42.0,123.0,42.0,123.0,41.0,2.4265265092253685,0.24872277228580184,lowest,highest,China
2641,124.0,41.0,123.0,41.0,123.0,42.0,124.0,42.0,124.0,41.0,1.6943879425525665,0.18134033835380656,lowest,highest,China
2642,125.0,41.0,124.0,41.0,124.0,42.0,125.0,42.0,125.0,41.0,4.73657933374246,0.021079564484747203,high,medium,China
2643,126.0,41.0,125.0,41.0,125.0,42.0,126.0,42.0,126.0,41.0,0.3475221494833628,0.022057734494857505,lowest,high,China
2644,127.0,41.0,126.0,41.0,126.0,42.0,127.0,42.0,127.0,41.0,70.28419772783914,0.02887601043840763,high,medium,China
2645,128.0,41.0,127.0,41.0,127.0,42.0,128.0,42.0,128.0,41.0,67.73094336191812,0.008623604906825887,medium,low,China
2646,129.0,41.0,128.0,41.0,128.0,42.0,129.0,42.0,129.0,41.0,68.7068740526835,0.02643336677430187,lowest,high,"Korea, Democratic People's Republic of"
2647,130.0,41.0,129.0,41.0,129.0,42.0,130.0,42.0,130.0,41.0,83.62233638763428,0.022323404509463417,high,high,"Korea, Democratic People's Republic of"
2648,141.0,41.0,140.0,41.0,140.0,42.0,141.0,42.0,141.0,41.0,55.60850501060486,0.02295897361938825,high,high,Japan
2649,142.0,41.0,141.0,41.0,141.0,42.0,142.0,42.0,142.0,41.0,94.51221625010172,0.006612680920282933,medium,high,Japan
2650,-124.0,40.0,-125.0,40.0,-125.0,41.0,-124.0,41.0,-124.0,40.0,94.47190960248312,0.0007790385704185628,lowest,lowest,United States
2651,-123.0,40.0,-124.0,40.0,-124.0,41.0,-123.0,41.0,-123.0,40.0,86.65156960487366,0.0006106663049532633,lowest,lowest,United States
2652,-122.0,40.0,-123.0,40.0,-123.0,41.0,-122.0,41.0,-122.0,40.0,16.26580307881037,0.007597158334475351,medium,medium,United States
2653,-121.0,40.0,-122.0,40.0,-122.0,41.0,-121.0,41.0,-121.0,40.0,81.02401097615561,0.005233200003311695,medium,low,United States
2654,-120.0,40.0,-121.0,40.0,-121.0,41.0,-120.0,41.0,-120.0,40.0,94.1220740477244,0.0015429528034910335,low,lowest,United States
2662,-112.0,40.0,-113.0,40.0,-113.0,41.0,-112.0,41.0,-112.0,40.0,94.81847087542215,0.004412626996880795,low,low,United States
2663,-111.0,40.0,-112.0,40.0,-112.0,41.0,-111.0,41.0,-111.0,40.0,21.460656325022377,0.028556224119486367,high,medium,United States
2667,-107.0,40.0,-108.0,40.0,-108.0,41.0,-107.0,41.0,-107.0,40.0,92.50176747639975,0.0006617862444732535,lowest,lowest,United States
2668,-106.0,40.0,-107.0,40.0,-107.0,41.0,-106.0,41.0,-106.0,40.0,99.99849994977316,0.0019185174434456095,low,lowest,United States
2669,-105.0,40.0,-106.0,40.0,-106.0,41.0,-105.0,41.0,-105.0,40.0,8.125805358091991,0.04436806012781728,highest,low,United States
2670,-104.0,40.0,-105.0,40.0,-105.0,41.0,-104.0,41.0,-104.0,40.0,1.3544595489899316,0.04081617460137731,lowest,medium,United States
2671,-103.0,40.0,-104.0,40.0,-104.0,41.0,-103.0,41.0,-103.0,40.0,4.509580011169115,7.019676385022609e-05,lowest,medium,United States
2672,-102.0,40.0,-103.0,40.0,-103.0,41.0,-102.0,41.0,-102.0,40.0,0.5279916105791926,0.0007470099963808283,lowest,high,United States
2673,-101.0,40.0,-102.0,40.0,-102.0,41.0,-101.0,41.0,-101.0,40.0,0.36249193362891674,0.0009537745129335124,lowest,high,United States
2674,-100.0,40.0,-101.0,40.0,-101.0,41.0,-100.0,41.0,-100.0,40.0,0.42159987303117913,0.0005367669022137472,lowest,medium,United States
2675,-99.0,40.0,-100.0,40.0,-100.0,41.0,-99.0,41.0,-99.0,40.0,1.4892869628965855,0.00555087393679352,lowest,highest,United States
2676,-98.0,40.0,-99.0,40.0,-99.0,41.0,-98.0,41.0,-98.0,40.0,1.432321717341741,0.0080749867373331,lowest,highest,United States
2677,-97.0,40.0,-98.0,40.0,-98.0,41.0,-97.0,41.0,-97.0,40.0,1.63410734385252,0.016573334070297586,lowest,highest,United States
2678,-96.0,40.0,-97.0,40.0,-97.0,41.0,-96.0,41.0,-96.0,40.0,1.7280406629045804,0.01081236741560717,lowest,highest,United States
2679,-95.0,40.0,-96.0,40.0,-96.0,41.0,-95.0,41.0,-95.0,40.0,7.86196490128835,0.01985537680761263,lowest,highest,United States
2680,-94.0,40.0,-95.0,40.0,-95.0,41.0,-94.0,41.0,-94.0,40.0,0.997390535970529,0.006040861371887171,lowest,highest,United States
2681,-93.0,40.0,-94.0,40.0,-94.0,41.0,-93.0,41.0,-93.0,40.0,1.4645546364287534,0.0025858868336487706,lowest,high,United States
2682,-92.0,40.0,-93.0,40.0,-93.0,41.0,-92.0,41.0,-92.0,40.0,2.712620049715042,0.0024308354645217307,lowest,high,United States
2683,-91.0,40.0,-92.0,40.0,-92.0,41.0,-91.0,41.0,-91.0,40.0,4.6244797607262935,0.012321820271219065,lowest,highest,United States
2684,-90.0,40.0,-91.0,40.0,-91.0,41.0,-90.0,41.0,-90.0,40.0,4.187937701741854,0.018579741158469377,lowest,highest,United States
2685,-89.0,40.0,-90.0,40.0,-90.0,41.0,-89.0,41.0,-89.0,40.0,10.503776868184406,0.02956627278584645,lowest,highest,United States
2686,-88.0,40.0,-89.0,40.0,-89.0,41.0,-88.0,41.0,-88.0,40.0,4.179860527316729,0.03779491333029011,lowest,highest,United States
2687,-87.0,40.0,-88.0,40.0,-88.0,41.0,-87.0,41.0,-87.0,40.0,6.529727081457774,0.03152973897137841,lowest,highest,United States
2688,-86.0,40.0,-87.0,40.0,-87.0,41.0,-86.0,41.0,-86.0,40.0,4.571341847380003,0.030225343114996354,lowest,highest,United States
2689,-85.0,40.0,-86.0,40.0,-86.0,41.0,-85.0,41.0,-85.0,40.0,4.854555179675421,0.03104058916563966,lowest,highest,United States
2690,-84.0,40.0,-85.0,40.0,-85.0,41.0,-84.0,41.0,-84.0,40.0,0.9086289753516515,0.027539805853703244,lowest,highest,United States
2691,-83.0,40.0,-84.0,40.0,-84.0,41.0,-83.0,41.0,-83.0,40.0,4.998347784082094,0.02235945090241905,lowest,highest,United States
2692,-82.0,40.0,-83.0,40.0,-83.0,41.0,-82.0,41.0,-82.0,40.0,6.3461867471536,0.007594145606940203,lowest,highest,United States
2693,-81.0,40.0,-82.0,40.0,-82.0,41.0,-81.0,41.0,-81.0,40.0,3.1487361838420234,0.0010967826195480486,lowest,high,United States
2694,-80.0,40.0,-81.0,40.0,-81.0,41.0,-80.0,41.0,-80.0,40.0,3.295437184472879,0.032817406979314845,highest,medium,United States
2695,-79.0,40.0,-80.0,40.0,-80.0,41.0,-79.0,41.0,-79.0,40.0,18.359602987766266,0.04658011379921013,highest,low,United States
2696,-78.0,40.0,-79.0,40.0,-79.0,41.0,-78.0,41.0,-78.0,40.0,2.889096612731616,0.013542030189771787,high,low,United States
2697,-77.0,40.0,-78.0,40.0,-78.0,41.0,-77.0,41.0,-77.0,40.0,2.493996173143387,0.01966591924701009,high,high,United States
2698,-76.0,40.0,-77.0,40.0,-77.0,41.0,-76.0,41.0,-76.0,40.0,4.530101642012596,0.05464031189540475,highest,high,United States
2699,-75.0,40.0,-76.0,40.0,-76.0,41.0,-75.0,41.0,-75.0,40.0,31.14630877971649,0.17305267665010157,highest,high,United States
2700,-74.0,40.0,-75.0,40.0,-75.0,41.0,-74.0,41.0,-74.0,40.0,92.28962262471518,0.14366696420458674,highest,high,United States
2701,-8.0,40.0,-9.0,40.0,-9.0,41.0,-8.0,41.0,-8.0,40.0,58.76439412434896,0.03373922469756825,high,high,Portugal
2702,-7.0,40.0,-8.0,40.0,-8.0,41.0,-7.0,41.0,-7.0,40.0,83.21340084075928,0.015737401802828958,lowest,high,Portugal
2703,-6.0,40.0,-7.0,40.0,-7.0,41.0,-6.0,41.0,-6.0,40.0,23.583050072193146,0.0060718613620325025,lowest,high,Spain
2704,-5.0,40.0,-6.0,40.0,-6.0,41.0,-5.0,41.0,-5.0,40.0,13.63006333510081,0.005004905100187087,lowest,highest,Spain
2705,-4.0,40.0,-5.0,40.0,-5.0,41.0,-4.0,41.0,-4.0,40.0,17.343070606390633,0.007308425609991653,lowest,highest,Spain
2706,-3.0,40.0,-4.0,40.0,-4.0,41.0,-3.0,41.0,-3.0,40.0,59.80984369913737,0.2053661833760155,highest,highest,Spain
2707,-2.0,40.0,-3.0,40.0,-3.0,41.0,-2.0,41.0,-2.0,40.0,57.18312859535217,0.009641758697757744,lowest,highest,Spain
2708,-1.0,40.0,-2.0,40.0,-2.0,41.0,-1.0,41.0,-1.0,40.0,55.75516223907471,0.00471697943903777,lowest,highest,Spain
2709,0.0,40.0,-1.0,40.0,-1.0,41.0,0.0,41.0,0.0,40.0,61.804469426472984,0.020634185539111904,lowest,high,Spain
2710,1.0,40.0,0.0,40.0,0.0,41.0,1.0,41.0,1.0,40.0,62.747003634770714,0.0034193213387040157,lowest,high,Spain
2711,4.0,40.0,3.0,40.0,3.0,41.0,4.0,41.0,4.0,40.0,96.38317624727884,0.004566153251444135,low,,Spain
2712,5.0,40.0,4.0,40.0,4.0,41.0,5.0,41.0,5.0,40.0,95.39613723754883,0.002254210102925658,low,lowest,Spain
2713,9.0,40.0,8.0,40.0,8.0,41.0,9.0,41.0,9.0,40.0,39.67781762282054,0.015324718325423585,lowest,highest,Italy
2714,10.0,40.0,9.0,40.0,9.0,41.0,10.0,41.0,10.0,40.0,20.909957587718964,0.008007556114419685,medium,medium,Italy
2715,15.0,40.0,14.0,40.0,14.0,41.0,15.0,41.0,15.0,40.0,89.97628887494406,0.00850854672202861,lowest,high,Italy
2716,16.0,40.0,15.0,40.0,15.0,41.0,16.0,41.0,16.0,40.0,55.9868852297465,0.015491798101782236,lowest,highest,Italy
2717,17.0,40.0,16.0,40.0,16.0,41.0,17.0,41.0,17.0,40.0,59.817669788996376,0.002615662176442791,lowest,high,Italy
2718,18.0,40.0,17.0,40.0,17.0,41.0,18.0,41.0,18.0,40.0,80.87303439776102,0.024951407183619267,high,medium,Italy
2719,19.0,40.0,18.0,40.0,18.0,41.0,19.0,41.0,19.0,40.0,83.1059475739797,0.023961368841175015,high,low,Italy
2720,20.0,40.0,19.0,40.0,19.0,41.0,20.0,41.0,20.0,40.0,16.099963585535683,0.0006131899928540984,lowest,high,Albania
2721,21.0,40.0,20.0,40.0,20.0,41.0,21.0,41.0,21.0,40.0,25.424930950005848,0.011592728771018055,lowest,high,Albania
2722,22.0,40.0,21.0,40.0,21.0,41.0,22.0,41.0,22.0,40.0,58.24816624323527,0.010753522196641755,lowest,highest,Greece
2723,23.0,40.0,22.0,40.0,22.0,41.0,23.0,41.0,23.0,40.0,29.32685116926829,0.008068775847555231,lowest,highest,Greece
2724,24.0,40.0,23.0,40.0,23.0,41.0,24.0,41.0,24.0,40.0,33.872515956560775,0.0029252529234838286,lowest,high,Greece
