,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
313,40.0,57.0,39.0,57.0,39.0,58.0,40.0,58.0,40.0,57.0,30.068473021189373,0.01761641103638706,high,high,Russia
314,41.0,57.0,40.0,57.0,40.0,58.0,41.0,58.0,41.0,57.0,58.44706892967224,0.02034125302829997,high,highest,Russia
315,42.0,57.0,41.0,57.0,41.0,58.0,42.0,58.0,42.0,57.0,75.18353263537088,0.018154539674634148,high,high,Russia
316,43.0,57.0,42.0,57.0,42.0,58.0,43.0,58.0,43.0,57.0,79.23949162165323,0.007451327538993569,medium,high,Russia
317,44.0,57.0,43.0,57.0,43.0,58.0,44.0,58.0,44.0,57.0,74.36245481173196,0.004614023332512471,low,high,Russia
318,45.0,57.0,44.0,57.0,44.0,58.0,45.0,58.0,45.0,57.0,95.13607819875082,0.0023001789603783055,low,low,Russia
319,46.0,57.0,45.0,57.0,45.0,58.0,46.0,58.0,46.0,57.0,56.18484020233154,0.0011388653361107364,lowest,high,Russia
320,47.0,57.0,46.0,57.0,46.0,58.0,47.0,58.0,47.0,57.0,34.017280737559005,0.004385288795682364,lowest,high,Russia
321,48.0,57.0,47.0,57.0,47.0,58.0,48.0,58.0,48.0,57.0,31.180334091186523,0.00545496274504195,lowest,medium,Russia
322,49.0,57.0,48.0,57.0,48.0,58.0,49.0,58.0,49.0,57.0,14.333797494570414,0.005794588176643133,lowest,high,Russia
323,50.0,57.0,49.0,57.0,49.0,58.0,50.0,58.0,50.0,57.0,22.759336233139038,0.0008028171856010319,lowest,high,Russia
324,51.0,57.0,50.0,57.0,50.0,58.0,51.0,58.0,51.0,57.0,44.24863656361897,0.0015435142726316032,low,low,Russia
325,52.0,57.0,51.0,57.0,51.0,58.0,52.0,58.0,52.0,57.0,74.31126634279886,0.0014688119240549445,lowest,low,Russia
326,53.0,57.0,52.0,57.0,52.0,58.0,53.0,58.0,53.0,57.0,17.460804680983223,0.003179626925177449,low,lowest,Russia
327,54.0,57.0,53.0,57.0,53.0,58.0,54.0,58.0,54.0,57.0,22.527546683947243,0.026672296645852193,high,medium,Russia
328,55.0,57.0,54.0,57.0,54.0,58.0,55.0,58.0,55.0,57.0,51.000807682673134,0.005147332466500161,low,medium,Russia
329,56.0,57.0,55.0,57.0,55.0,58.0,56.0,58.0,56.0,57.0,43.359559774398804,0.008578580042684558,medium,high,Russia
330,57.0,57.0,56.0,57.0,56.0,58.0,57.0,58.0,57.0,57.0,32.43914345900218,0.01008725050855477,medium,high,Russia
331,58.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,57.0,26.68149967988332,0.0058991970528645315,lowest,high,Russia
334,61.0,57.0,60.0,57.0,60.0,58.0,61.0,58.0,61.0,57.0,98.30975333849588,0.0547934941395465,highest,medium,Russia
335,62.0,57.0,61.0,57.0,61.0,58.0,62.0,58.0,62.0,57.0,99.57877596219382,0.009695140023668737,medium,low,Russia
336,63.0,57.0,62.0,57.0,62.0,58.0,63.0,58.0,63.0,57.0,97.46858676274618,0.005320400857475576,medium,medium,Russia
337,64.0,57.0,63.0,57.0,63.0,58.0,64.0,58.0,64.0,57.0,94.38058733940125,0.0020756794014583644,lowest,high,Russia
338,65.0,57.0,64.0,57.0,64.0,58.0,65.0,58.0,65.0,57.0,99.3395189444224,0.0021919603816899793,low,medium,Russia
339,66.0,57.0,65.0,57.0,65.0,58.0,66.0,58.0,66.0,57.0,99.06243880589804,0.023127251552985877,high,low,Russia
340,67.0,57.0,66.0,57.0,66.0,58.0,67.0,58.0,67.0,57.0,83.25842221577963,0.0027200217520644996,low,lowest,Russia
343,71.0,57.0,70.0,57.0,70.0,58.0,71.0,58.0,71.0,57.0,99.99927481015524,0.0004795544914940089,lowest,lowest,Russia
344,72.0,57.0,71.0,57.0,71.0,58.0,72.0,58.0,72.0,57.0,99.99996821085611,0.0003638098992602949,lowest,lowest,Russia
345,73.0,57.0,72.0,57.0,72.0,58.0,73.0,58.0,73.0,57.0,99.97593959172568,0.00023532680194939302,lowest,lowest,Russia
346,74.0,57.0,73.0,57.0,73.0,58.0,74.0,58.0,74.0,57.0,99.85979398091635,0.0005681047713592811,lowest,lowest,Russia
347,75.0,57.0,74.0,57.0,74.0,58.0,75.0,58.0,75.0,57.0,99.99227921168008,0.0006314059318808761,lowest,lowest,Russia
352,82.0,57.0,81.0,57.0,81.0,58.0,82.0,58.0,82.0,57.0,99.99579787254333,0.00014845183364457424,lowest,lowest,Russia
355,86.0,57.0,85.0,57.0,85.0,58.0,86.0,58.0,86.0,57.0,99.2599387963613,0.0032331714446450508,low,lowest,Russia
356,87.0,57.0,86.0,57.0,86.0,58.0,87.0,58.0,87.0,57.0,86.2011730670929,0.0004958414309665979,lowest,lowest,Russia
360,93.0,57.0,92.0,57.0,92.0,58.0,93.0,58.0,93.0,57.0,98.08908700942993,0.0005952474533009511,lowest,lowest,Russia
361,94.0,57.0,93.0,57.0,93.0,58.0,94.0,58.0,94.0,57.0,74.74411129951477,0.0005526801857126557,lowest,lowest,Russia
362,95.0,57.0,94.0,57.0,94.0,58.0,95.0,58.0,95.0,57.0,79.47438160578409,0.00047516393405395605,lowest,lowest,Russia
363,96.0,57.0,95.0,57.0,95.0,58.0,96.0,58.0,96.0,57.0,98.21973641713461,0.0004946787435505955,lowest,lowest,Russia
366,100.0,57.0,99.0,57.0,99.0,58.0,100.0,58.0,100.0,57.0,95.93832294146219,0.0003022515087335469,lowest,lowest,Russia
367,-121.0,56.0,-122.0,56.0,-122.0,57.0,-121.0,57.0,-121.0,56.0,25.384849309921265,0.0002856193886761755,lowest,low,Canada
368,-120.0,56.0,-121.0,56.0,-121.0,57.0,-120.0,57.0,-120.0,56.0,31.323673327763874,0.001517766802485229,lowest,medium,Canada
369,-119.0,56.0,-120.0,56.0,-120.0,57.0,-119.0,57.0,-119.0,56.0,34.30885076522827,0.00013772133242227327,lowest,medium,Canada
370,-118.0,56.0,-119.0,56.0,-119.0,57.0,-118.0,57.0,-118.0,56.0,22.04146683216095,0.00020624564501167507,lowest,medium,Canada
371,-117.0,56.0,-118.0,56.0,-118.0,57.0,-117.0,57.0,-117.0,56.0,24.779215455055237,0.0002516881939178325,lowest,medium,Canada
372,-116.0,56.0,-117.0,56.0,-117.0,57.0,-116.0,57.0,-116.0,56.0,37.05848654111226,0.00012952042205365116,lowest,low,Canada
375,-5.0,56.0,-6.0,56.0,-6.0,57.0,-5.0,57.0,-5.0,56.0,94.9278473854065,0.0016291867195862223,low,lowest,United Kingdom
376,-4.0,56.0,-5.0,56.0,-5.0,57.0,-4.0,57.0,-4.0,56.0,12.202656517426174,0.05531019187140454,highest,lowest,United Kingdom
377,-3.0,56.0,-4.0,56.0,-4.0,57.0,-3.0,57.0,-3.0,56.0,15.045579771200815,0.07862116580950908,highest,highest,United Kingdom
378,-2.0,56.0,-3.0,56.0,-3.0,57.0,-2.0,57.0,-2.0,56.0,5.730534096558889,0.022905107128487916,lowest,highest,United Kingdom
379,9.0,56.0,8.0,56.0,8.0,57.0,9.0,57.0,9.0,56.0,20.869491000970207,0.009166891270556777,lowest,highest,Denmark
380,10.0,56.0,9.0,56.0,9.0,57.0,10.0,57.0,10.0,56.0,32.44157234827678,0.027402092425771452,lowest,highest,Denmark
381,11.0,56.0,10.0,56.0,10.0,57.0,11.0,57.0,11.0,56.0,24.25695757071177,0.022050342450126888,lowest,high,Denmark
382,13.0,56.0,12.0,56.0,12.0,57.0,13.0,57.0,13.0,56.0,26.29247158765793,0.06547208896930001,highest,high,Sweden
383,14.0,56.0,13.0,56.0,13.0,57.0,14.0,57.0,14.0,56.0,25.272642076015472,0.01397809708765094,high,high,Sweden
384,15.0,56.0,14.0,56.0,14.0,57.0,15.0,57.0,15.0,56.0,41.15131894747417,0.007496625621738957,lowest,high,Sweden
385,16.0,56.0,15.0,56.0,15.0,57.0,16.0,57.0,16.0,56.0,32.662010192871094,0.004161390319540707,low,lowest,Sweden
386,17.0,56.0,16.0,56.0,16.0,57.0,17.0,57.0,17.0,56.0,57.91078408559164,0.00047732379355493073,lowest,medium,Sweden
387,22.0,56.0,21.0,56.0,21.0,57.0,22.0,57.0,22.0,56.0,65.88939428329468,0.01804231302072633,high,highest,Latvia
388,23.0,56.0,22.0,56.0,22.0,57.0,23.0,57.0,23.0,56.0,69.7030464808146,0.007414404379122519,lowest,highest,Latvia
389,24.0,56.0,23.0,56.0,23.0,57.0,24.0,57.0,24.0,56.0,44.685913125673935,0.012634300202107594,lowest,highest,Latvia
390,25.0,56.0,24.0,56.0,24.0,57.0,25.0,57.0,25.0,56.0,41.95874234040578,0.009409693315600246,lowest,highest,Latvia
391,26.0,56.0,25.0,56.0,25.0,57.0,26.0,57.0,26.0,56.0,81.9095273812612,0.005749336723581299,low,high,Latvia
392,27.0,56.0,26.0,56.0,26.0,57.0,27.0,57.0,27.0,56.0,90.22798339525858,0.008909859404691705,medium,high,Latvia
393,28.0,56.0,27.0,56.0,27.0,57.0,28.0,57.0,28.0,56.0,90.74333906173706,0.007480296305548073,lowest,high,Latvia
394,29.0,56.0,28.0,56.0,28.0,57.0,29.0,57.0,29.0,56.0,97.92030056317648,0.0021518856583456376,low,low,Russia
395,30.0,56.0,29.0,56.0,29.0,57.0,30.0,57.0,30.0,56.0,81.39723340670267,0.002142645441400468,low,low,Russia
396,31.0,56.0,30.0,56.0,30.0,57.0,31.0,57.0,31.0,56.0,84.23827091852823,0.0047814099361439604,low,low,Russia
398,33.0,56.0,32.0,56.0,32.0,57.0,33.0,57.0,33.0,56.0,98.13270568847656,0.0014703508893943833,lowest,lowest,Russia
399,34.0,56.0,33.0,56.0,33.0,57.0,34.0,57.0,34.0,56.0,98.80996346473694,0.0011134574017909345,lowest,lowest,Russia
400,35.0,56.0,34.0,56.0,34.0,57.0,35.0,57.0,35.0,56.0,97.25853204727173,0.0037447804405591947,low,low,Russia
401,36.0,56.0,35.0,56.0,35.0,57.0,36.0,57.0,36.0,56.0,84.43691929181418,0.007631657229918761,lowest,high,Russia
402,37.0,56.0,36.0,56.0,36.0,57.0,37.0,57.0,37.0,56.0,91.608198483785,0.018937220197377733,high,high,Russia
403,38.0,56.0,37.0,56.0,37.0,57.0,38.0,57.0,38.0,56.0,70.63673933347067,0.38372053838533254,highest,high,Russia
404,39.0,56.0,38.0,56.0,38.0,57.0,39.0,57.0,39.0,56.0,46.797310312589005,0.045889499084993506,highest,high,Russia
405,40.0,56.0,39.0,56.0,39.0,57.0,40.0,57.0,40.0,56.0,9.712006400028866,0.019456658716356524,lowest,highest,Russia
406,41.0,56.0,40.0,56.0,40.0,57.0,41.0,57.0,41.0,56.0,10.501064856847126,0.023648796269352665,high,highest,Russia
407,42.0,56.0,41.0,56.0,41.0,57.0,42.0,57.0,42.0,56.0,42.532703280448914,0.010737599376473315,medium,high,Russia
408,43.0,56.0,42.0,56.0,42.0,57.0,43.0,57.0,43.0,56.0,48.76471161842346,0.007105065692261505,medium,high,Russia
409,44.0,56.0,43.0,56.0,43.0,57.0,44.0,57.0,44.0,56.0,25.803087651729584,0.055324882326986714,highest,high,Russia
410,45.0,56.0,44.0,56.0,44.0,57.0,45.0,57.0,45.0,56.0,43.38514109452565,0.01715789813540272,high,high,Russia
411,46.0,56.0,45.0,56.0,45.0,57.0,46.0,57.0,46.0,56.0,33.84377956390381,0.0035373872851242284,low,medium,Russia
412,47.0,56.0,46.0,56.0,46.0,57.0,47.0,57.0,47.0,56.0,9.16082536180814,0.006235212290820839,medium,high,Russia
413,48.0,56.0,47.0,56.0,47.0,57.0,48.0,57.0,48.0,56.0,11.703322331110638,0.03139098024771177,high,high,Russia
414,49.0,56.0,48.0,56.0,48.0,57.0,49.0,57.0,49.0,56.0,10.30769944190979,0.016400527817311196,high,medium,Russia
415,50.0,56.0,49.0,56.0,49.0,57.0,50.0,57.0,50.0,56.0,4.89231658478578,0.03762134081122285,highest,high,Russia
416,51.0,56.0,50.0,56.0,50.0,57.0,51.0,57.0,51.0,56.0,11.007971564928692,0.0053733935743236205,medium,low,Russia
417,52.0,56.0,51.0,56.0,51.0,57.0,52.0,57.0,52.0,56.0,8.46936081846555,0.006701934554532423,medium,low,Russia
418,53.0,56.0,52.0,56.0,52.0,57.0,53.0,57.0,53.0,56.0,2.6186421513557434,0.024304039402221717,high,medium,Russia
419,54.0,56.0,53.0,56.0,53.0,57.0,54.0,57.0,54.0,56.0,2.3464551816384,0.007568233897874692,medium,medium,Russia
420,55.0,56.0,54.0,56.0,54.0,57.0,55.0,57.0,55.0,56.0,4.3981802339355145,0.011402529175883013,medium,high,Russia
421,56.0,56.0,55.0,56.0,55.0,57.0,56.0,57.0,56.0,56.0,8.75220534702142,0.004546087002959478,lowest,high,Russia
422,57.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,56.0,16.904382407665253,0.0019639942817740413,lowest,high,Russia
423,58.0,56.0,57.0,56.0,57.0,57.0,58.0,57.0,58.0,56.0,46.16408149401347,0.003952005512042828,lowest,high,Russia
424,59.0,56.0,58.0,56.0,58.0,57.0,59.0,57.0,59.0,56.0,47.415417432785034,0.0054181113693611855,lowest,highest,Russia
425,60.0,56.0,59.0,56.0,59.0,57.0,60.0,57.0,60.0,56.0,91.70522292455038,0.002981373365188367,low,medium,Russia
426,61.0,56.0,60.0,56.0,60.0,57.0,61.0,57.0,61.0,56.0,80.828324953715,0.011878270819309483,high,medium,Russia
427,62.0,56.0,61.0,56.0,61.0,57.0,62.0,57.0,62.0,56.0,74.36028718948364,0.009894183945450396,medium,high,Russia
428,63.0,56.0,62.0,56.0,62.0,57.0,63.0,57.0,63.0,56.0,85.34573515256247,0.005333756278692016,lowest,highest,Russia
429,64.0,56.0,63.0,56.0,63.0,57.0,64.0,57.0,64.0,56.0,95.25760610898337,0.006750260413909108,lowest,high,Russia
430,65.0,56.0,64.0,56.0,64.0,57.0,65.0,57.0,65.0,56.0,88.93454670906067,0.001764618687146028,low,low,Russia
431,66.0,56.0,65.0,56.0,65.0,57.0,66.0,57.0,66.0,56.0,86.55206759770712,0.0015236950130056795,low,lowest,Russia
432,67.0,56.0,66.0,56.0,66.0,57.0,67.0,57.0,67.0,56.0,67.68745382626852,0.0020824791632377752,low,lowest,Russia
433,68.0,56.0,67.0,56.0,67.0,57.0,68.0,57.0,68.0,56.0,87.59090304374695,0.001245715619804133,lowest,lowest,Russia
434,69.0,56.0,68.0,56.0,68.0,57.0,69.0,57.0,69.0,56.0,92.06355810165405,0.0012231889897577483,lowest,low,Russia
435,70.0,56.0,69.0,56.0,69.0,57.0,70.0,57.0,70.0,56.0,82.23441243171692,0.0033443656240662455,low,lowest,Russia
436,71.0,56.0,70.0,56.0,70.0,57.0,71.0,57.0,71.0,56.0,81.43142859141031,0.0009343877909647123,lowest,low,Russia
437,72.0,56.0,71.0,56.0,71.0,57.0,72.0,57.0,72.0,56.0,59.26903088887533,0.0007287457407195937,lowest,low,Russia
438,73.0,56.0,72.0,56.0,72.0,57.0,73.0,57.0,73.0,56.0,39.4786536693573,0.000801123128135487,lowest,low,Russia
439,74.0,56.0,73.0,56.0,73.0,57.0,74.0,57.0,74.0,56.0,63.4674608707428,0.0009005072567373773,lowest,low,Russia
440,75.0,56.0,74.0,56.0,74.0,57.0,75.0,57.0,75.0,56.0,36.882200837135315,0.001236595987824659,lowest,low,Russia
441,76.0,56.0,75.0,56.0,75.0,57.0,76.0,57.0,76.0,56.0,60.89597741762797,0.000768465505685743,lowest,low,Russia
442,77.0,56.0,76.0,56.0,76.0,57.0,77.0,57.0,77.0,56.0,84.43535367647806,0.0005469808429566281,lowest,low,Russia
443,78.0,56.0,77.0,56.0,77.0,57.0,78.0,57.0,78.0,56.0,94.31869586308798,0.0007300944088249842,lowest,lowest,Russia
444,79.0,56.0,78.0,56.0,78.0,57.0,79.0,57.0,79.0,56.0,99.72886443138123,0.0005199411352774156,lowest,lowest,Russia
447,82.0,56.0,81.0,56.0,81.0,57.0,82.0,57.0,82.0,56.0,97.28933572769165,0.00032626706740112823,lowest,lowest,Russia
448,83.0,56.0,82.0,56.0,82.0,57.0,83.0,57.0,83.0,56.0,97.38296071688333,0.0004085271537314405,lowest,lowest,Russia
449,84.0,56.0,83.0,56.0,83.0,57.0,84.0,57.0,84.0,56.0,71.55160307884216,0.001112048137767483,lowest,low,Russia
450,85.0,56.0,84.0,56.0,84.0,57.0,85.0,57.0,85.0,56.0,93.04458300272623,0.012439141154238111,high,low,Russia
451,86.0,56.0,85.0,56.0,85.0,57.0,86.0,57.0,86.0,56.0,98.23962847391763,0.011935092509110772,high,medium,Russia
452,87.0,56.0,86.0,56.0,86.0,57.0,87.0,57.0,87.0,56.0,90.15873869260153,0.004374263253096247,low,medium,Russia
453,88.0,56.0,87.0,56.0,87.0,57.0,88.0,57.0,88.0,56.0,84.93776520093283,0.0015892066280960868,low,low,Russia
454,89.0,56.0,88.0,56.0,88.0,57.0,89.0,57.0,89.0,56.0,99.97925559679666,0.0013524359349788065,lowest,low,Russia
455,90.0,56.0,89.0,56.0,89.0,57.0,90.0,57.0,90.0,56.0,98.53960275650024,0.0015572933429392373,lowest,low,Russia
456,91.0,56.0,90.0,56.0,90.0,57.0,91.0,57.0,91.0,56.0,94.52513257662454,0.0065939676751923665,medium,low,Russia
457,92.0,56.0,91.0,56.0,91.0,57.0,92.0,57.0,92.0,56.0,98.7186094125112,0.0008648781837322796,lowest,lowest,Russia
458,93.0,56.0,92.0,56.0,92.0,57.0,93.0,57.0,93.0,56.0,58.861786127090454,0.02913269450010633,high,low,Russia
459,94.0,56.0,93.0,56.0,93.0,57.0,94.0,57.0,94.0,56.0,48.85465204715729,0.011821832099070569,high,low,Russia
460,95.0,56.0,94.0,56.0,94.0,57.0,95.0,57.0,95.0,56.0,84.57029859224954,0.004412625625490154,low,lowest,Russia
461,96.0,56.0,95.0,56.0,95.0,57.0,96.0,57.0,96.0,56.0,68.38107506434122,0.0043690118462408785,lowest,low,Russia
462,97.0,56.0,96.0,56.0,96.0,57.0,97.0,57.0,97.0,56.0,95.73773741722107,0.001212478419838197,lowest,low,Russia
463,98.0,56.0,97.0,56.0,97.0,57.0,98.0,57.0,98.0,56.0,92.42387215296426,0.000828116111659172,lowest,lowest,Russia
464,100.0,56.0,99.0,56.0,99.0,57.0,100.0,57.0,100.0,56.0,99.41177169481912,0.0003093815955697128,lowest,lowest,Russia
465,-121.0,55.0,-122.0,55.0,-122.0,56.0,-121.0,56.0,-121.0,55.0,32.01674222946167,5.1383635792475124e-05,lowest,lowest,Canada
466,-120.0,55.0,-121.0,55.0,-121.0,56.0,-120.0,56.0,-120.0,55.0,20.33478170633316,5.740717445894768e-05,lowest,low,Canada
467,-119.0,55.0,-120.0,55.0,-120.0,56.0,-119.0,56.0,-119.0,55.0,18.335687120755516,0.0003771504052525168,lowest,medium,Canada
468,-118.0,55.0,-119.0,55.0,-119.0,56.0,-118.0,56.0,-118.0,55.0,16.864230235417686,0.0005816878160927545,lowest,medium,Canada
469,-117.0,55.0,-118.0,55.0,-118.0,56.0,-117.0,56.0,-117.0,55.0,15.42483021815618,0.0004257854887451094,lowest,medium,Canada
470,-116.0,55.0,-117.0,55.0,-117.0,56.0,-116.0,56.0,-116.0,55.0,37.98445860544841,8.560056862631392e-05,lowest,medium,Canada
471,-115.0,55.0,-116.0,55.0,-116.0,56.0,-115.0,56.0,-115.0,55.0,60.248943169911705,0.00016742284359051832,lowest,lowest,Canada
473,-113.0,55.0,-114.0,55.0,-114.0,56.0,-113.0,56.0,-113.0,55.0,65.4853880405426,0.00027153387637675975,lowest,lowest,Canada
474,-112.0,55.0,-113.0,55.0,-113.0,56.0,-112.0,56.0,-112.0,55.0,16.723105311393738,0.00017869337169201756,lowest,lowest,Canada
478,-7.0,55.0,-8.0,55.0,-8.0,56.0,-7.0,56.0,-7.0,55.0,20.59949735800425,0.008999807739546596,medium,lowest,Ireland
479,-6.0,55.0,-7.0,55.0,-7.0,56.0,-6.0,56.0,-6.0,55.0,8.485600103934605,0.010744072144136425,medium,medium,United Kingdom
480,-5.0,55.0,-6.0,55.0,-6.0,56.0,-5.0,56.0,-5.0,55.0,25.31540592511495,0.009486628603883069,medium,lowest,United Kingdom
481,-4.0,55.0,-5.0,55.0,-5.0,56.0,-4.0,56.0,-4.0,55.0,21.554464101791382,0.010328475945049275,medium,high,United Kingdom
482,-3.0,55.0,-4.0,55.0,-4.0,56.0,-3.0,56.0,-3.0,55.0,18.218810856342316,0.010556150649002595,medium,high,United Kingdom
483,-2.0,55.0,-3.0,55.0,-3.0,56.0,-2.0,56.0,-2.0,55.0,5.999700600902239,0.023119481065320757,lowest,highest,United Kingdom
484,-1.0,55.0,-2.0,55.0,-2.0,56.0,-1.0,56.0,-1.0,55.0,13.001624743143717,0.06939287691463934,highest,highest,United Kingdom
485,9.0,55.0,8.0,55.0,8.0,56.0,9.0,56.0,9.0,55.0,25.5072424809138,0.010614715097816823,lowest,highest,Denmark
486,10.0,55.0,9.0,55.0,9.0,56.0,10.0,56.0,10.0,55.0,19.25883789857229,0.02285832991413483,lowest,highest,Denmark
487,11.0,55.0,10.0,55.0,10.0,56.0,11.0,56.0,11.0,55.0,22.92919556299845,0.012026417543699652,lowest,highest,Denmark
488,12.0,55.0,11.0,55.0,11.0,56.0,12.0,56.0,12.0,55.0,35.14130512873332,0.01523229056372032,lowest,highest,Denmark
489,13.0,55.0,12.0,55.0,12.0,56.0,13.0,56.0,13.0,55.0,38.04827332496643,0.020010762063405456,lowest,high,Denmark
490,14.0,55.0,13.0,55.0,13.0,56.0,14.0,56.0,14.0,55.0,15.173569818337759,0.009372141103487714,lowest,highest,Sweden
491,15.0,55.0,14.0,55.0,14.0,56.0,15.0,56.0,15.0,55.0,22.89465765158335,0.0012129545343980746,lowest,high,Sweden
492,16.0,55.0,15.0,55.0,15.0,56.0,16.0,56.0,16.0,55.0,48.27150106430054,0.00040529462531554695,lowest,low,Denmark
493,22.0,55.0,21.0,55.0,21.0,56.0,22.0,56.0,22.0,55.0,44.98184521993001,0.006285685625161278,lowest,highest,Lithuania
494,23.0,55.0,22.0,55.0,22.0,56.0,23.0,56.0,23.0,55.0,52.260504166285195,0.006462984528814632,lowest,highest,Lithuania
495,24.0,55.0,23.0,55.0,23.0,56.0,24.0,56.0,24.0,55.0,54.17391657829285,0.014441349139363246,lowest,highest,Lithuania
496,25.0,55.0,24.0,55.0,24.0,56.0,25.0,56.0,25.0,55.0,62.652283906936646,0.0135780715327672,lowest,highest,Lithuania
497,26.0,55.0,25.0,55.0,25.0,56.0,26.0,56.0,26.0,55.0,90.09183446566263,0.02310597854083504,high,highest,Lithuania
498,27.0,55.0,26.0,55.0,26.0,56.0,27.0,56.0,27.0,55.0,46.0276335477829,0.004861785699938886,lowest,highest,Lithuania
499,28.0,55.0,27.0,55.0,27.0,56.0,28.0,56.0,28.0,55.0,20.07141808668772,0.00966998720074557,lowest,highest,Belarus
500,29.0,55.0,28.0,55.0,28.0,56.0,29.0,56.0,29.0,55.0,38.995544115702316,0.01233783274580289,medium,high,Belarus
501,30.0,55.0,29.0,55.0,29.0,56.0,30.0,56.0,30.0,55.0,57.26035237312317,0.009025717835348087,lowest,highest,Belarus
502,31.0,55.0,30.0,55.0,30.0,56.0,31.0,56.0,31.0,55.0,63.09291919072469,0.016465110496192578,high,high,Belarus
503,32.0,55.0,31.0,55.0,31.0,56.0,32.0,56.0,32.0,55.0,97.76063760121664,0.0032024374333933145,low,medium,Russia
504,33.0,55.0,32.0,55.0,32.0,56.0,33.0,56.0,33.0,55.0,97.2916841506958,0.012907803210296064,high,lowest,Russia
505,34.0,55.0,33.0,55.0,33.0,56.0,34.0,56.0,34.0,55.0,88.89609376589456,0.0037225924495296026,low,low,Russia
506,35.0,55.0,34.0,55.0,34.0,56.0,35.0,56.0,35.0,55.0,90.87913831075033,0.0037322917755237025,lowest,high,Russia
507,36.0,55.0,35.0,55.0,35.0,56.0,36.0,56.0,36.0,55.0,84.43882266680399,0.008096426639364327,lowest,high,Russia
508,37.0,55.0,36.0,55.0,36.0,56.0,37.0,56.0,37.0,55.0,78.67443561553955,0.024353055430935595,high,highest,Russia
509,38.0,55.0,37.0,55.0,37.0,56.0,38.0,56.0,38.0,55.0,40.191475550333664,0.11379412814625722,highest,highest,Russia
510,39.0,55.0,38.0,55.0,38.0,56.0,39.0,56.0,39.0,55.0,42.1504666407903,0.04545698564843402,high,highest,Russia
511,40.0,55.0,39.0,55.0,39.0,56.0,40.0,56.0,40.0,55.0,63.56319189071655,0.019715566190266074,high,high,Russia
512,41.0,55.0,40.0,55.0,40.0,56.0,41.0,56.0,41.0,55.0,48.18103512128194,0.004226895883827193,low,medium,Russia
513,42.0,55.0,41.0,55.0,41.0,56.0,42.0,56.0,42.0,55.0,12.366307775179546,0.007080514329355557,medium,high,Russia
514,43.0,55.0,42.0,55.0,42.0,56.0,43.0,56.0,43.0,55.0,13.074114918708801,0.009093717798452852,medium,medium,Russia
515,44.0,55.0,43.0,55.0,43.0,56.0,44.0,56.0,44.0,55.0,1.5678570916255314,0.011461736182513596,lowest,highest,Russia
516,45.0,55.0,44.0,55.0,44.0,56.0,45.0,56.0,45.0,55.0,1.8537592142820358,0.02112165054291537,lowest,highest,Russia
517,46.0,55.0,45.0,55.0,45.0,56.0,46.0,56.0,46.0,55.0,2.387567237019539,0.023036728471938536,lowest,highest,Russia
518,47.0,55.0,46.0,55.0,46.0,56.0,47.0,56.0,47.0,55.0,1.5626655581096809,0.009953438837417403,lowest,highest,Russia
519,48.0,55.0,47.0,55.0,47.0,56.0,48.0,56.0,48.0,55.0,0.6141833495348692,0.01887482579345929,lowest,highest,Russia
520,49.0,55.0,48.0,55.0,48.0,56.0,49.0,56.0,49.0,55.0,6.735946300129096,0.0026664752413609063,lowest,high,Russia
521,50.0,55.0,49.0,55.0,49.0,56.0,50.0,56.0,50.0,55.0,4.6419429282347355,0.003402762352090106,lowest,medium,Russia
522,51.0,55.0,50.0,55.0,50.0,56.0,51.0,56.0,51.0,55.0,8.285223692655563,0.005452446685780967,lowest,medium,Russia
523,52.0,55.0,51.0,55.0,51.0,56.0,52.0,56.0,52.0,55.0,5.944431697328886,0.013435202369995163,lowest,medium,Russia
524,53.0,55.0,52.0,55.0,52.0,56.0,53.0,56.0,53.0,55.0,9.806081155935924,0.009619633313479332,lowest,medium,Russia
525,54.0,55.0,53.0,55.0,53.0,56.0,54.0,56.0,54.0,55.0,6.587688873211543,0.004900317308943217,lowest,medium,Russia
526,55.0,55.0,54.0,55.0,54.0,56.0,55.0,56.0,55.0,55.0,1.0025280993431807,0.0051712197919400555,lowest,medium,Russia
527,56.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,55.0,0.6738252394522231,0.016136018901946613,high,medium,Russia
528,57.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0,57.0,55.0,1.5557149735589824,0.027261552892858067,high,medium,Russia
529,58.0,55.0,57.0,55.0,57.0,56.0,58.0,56.0,58.0,55.0,4.416528219978014,0.003492070841894276,low,low,Russia
530,59.0,55.0,58.0,55.0,58.0,56.0,59.0,56.0,59.0,55.0,0.5991199519485235,0.005307038387973197,lowest,medium,Russia
531,60.0,55.0,59.0,55.0,59.0,56.0,60.0,56.0,60.0,55.0,11.040188123782475,0.010656354467585002,medium,lowest,Russia
532,61.0,55.0,60.0,55.0,60.0,56.0,61.0,56.0,61.0,55.0,6.197043880820274,0.008150764155191167,medium,low,Russia
533,62.0,55.0,61.0,55.0,61.0,56.0,62.0,56.0,62.0,55.0,9.759386877218883,0.05019072749246059,highest,low,Russia
